air_temp_set_1,relative_humidity_set_1,dew_point_temperature_set_1d,road_temp_set_1,wind_speed_set_1,label
-0.533333333,27.4,-17.21666667,-1.44,11.38866667,Snow
0.071428571,25.78571429,-17.41785714,1.042857143,11.13071429,Slush
1.2,23.46666667,-17.57133333,5.253333333,9.056,Dry
1.642857143,22.14285714,-17.85357143,5.628571429,10.43714286,Dry
1.0,25.07142857,-16.96071429,4.664285714,14.485,Dry
0.866666667,27.26666667,-16.08666667,4.0,13.33333333,Dry
1.0,25.8,-16.59333333,3.74,14.40866667,Dry
0.933333333,29.8,-14.94066667,3.826666667,10.49933333,Dry
1.8,26.2,-15.72866667,2.86,14.20466667,Dry
1.333333333,28.93333333,-14.96533333,2.066666667,13.76133333,Wet
1.714285714,30.5,-13.96714286,3.621428571,10.37785714,Dry
2.0,26.33333333,-15.504,3.74,11.05466667,Dry
2.0,24.93333333,-16.14466667,1.653333333,12.96333333,Slush
1.533333333,25.53333333,-16.26133333,-0.92,12.76066667,Snow
0.5,27.85714286,-16.12357143,-3.214285714,9.881428571,Snow
-0.076923077,30.92307692,-15.35615385,-4.538461538,9.53,Snow
0.0,28.85714286,-16.12357143,-4.921428571,9.405,Snow
0.0,27.0,-16.91285714,-5.071428571,9.9,Snow
-0.466666667,28.0,-16.896,-5.553333333,9.555333333,Snow
-0.642857143,28.21428571,-16.99357143,-6.085714286,7.779285714,Snow
0.0,23.13333333,-18.73933333,-6.333333333,8.351333333,Ice
-0.066666667,22.6,-19.072,-6.353333333,8.074,Ice
0.066666667,22.46666667,-19.018,-5.686666667,8.242,Ice
-0.357142857,24.85714286,-18.20571429,-5.971428571,9.782857143,Ice
-0.928571429,26.57142857,-17.91642857,-5.885714286,10.39642857,Ice
-0.846153846,26.07692308,-18.06384615,-5.923076923,12.19923077,Ice
-1.0,26.86666667,-17.83866667,-6.946666667,12.944,Ice
-0.785714286,25.0,-18.51285714,-7.128571429,13.235,Ice
-1.866666667,27.86666667,-18.15666667,-7.406666667,11.092,Ice
-1.714285714,27.21428571,-18.30214286,-7.492857143,10.97,Ice
-2.733333333,30.8,-17.74,-8.16,11.18466667,Ice
-2.0,26.71428571,-18.77214286,-8.378571429,10.47357143,Ice
-2.428571429,27.28571429,-18.90571429,-8.957142857,7.679285714,Ice
-3.357142857,30.64285714,-18.34214286,-9.278571429,6.984285714,Ice
-3.0,28.83333333,-18.74,-9.175,10.27833333,Ice
-2.909090909,29.54545455,-18.38,-8.863636364,13.48545455,Ice
-2.846153846,29.92307692,-18.17,-8.661538462,14.44538462,Ice
-2.571428571,30.78571429,-17.59571429,-8.442857143,16.33142857,Ice
-2.0,31.0,-17.01133333,-8.166666667,15.74533333,Snow
-2.866666667,33.73333333,-16.776,-8.233333333,15.09466667,Snow
-3.0,34.92857143,-16.46857143,-8.392857143,14.22642857,Snow
-3.307692308,35.0,-16.72461538,-8.723076923,13.71846154,Snow
-4.642857143,40.07142857,-16.30428571,-9.442857143,11.48642857,Snow
-5.181818182,43.90909091,-15.68,-9.736363636,10.50454545,Snow
-4.5,42.71428571,-15.38785714,-8.764285714,11.23,Snow
-3.846153846,44.30769231,-14.34769231,-5.823076923,11.85846154,Snow
-3.0,44.66666667,-13.474,-3.486666667,11.55666667,Snow
-2.230769231,45.92307692,-12.42615385,-1.0,11.07,Snow
-1.933333333,44.73333333,-12.48466667,0.826666667,11.85133333,Slush
-1.0,44.69230769,-11.64461538,3.015384615,10.53384615,Slush
-1.0,45.16666667,-11.50833333,4.141666667,12.31416667,Dry
-0.642857143,46.42857143,-10.83571429,5.378571429,11.945,Dry
0.0,44.90909091,-10.66818182,5.790909091,15.65818182,Dry
0.0,44.0,-10.9225,6.491666667,14.93166667,Dry
0.0,44.0,-10.92307692,6.715384615,14.25307692,Dry
0.0,47.07692308,-10.07769231,6.769230769,11.28307692,Dry
-0.583333333,45.41666667,-11.06083333,3.566666667,11.43416667,Dry
-0.153846154,47.30769231,-10.14846154,4.138461538,9.871538462,Dry
-0.916666667,48.66666667,-10.49,2.733333333,10.07,Dry
-1.0,50.08333333,-10.2025,1.4,10.23166667,Snow
-1.076923077,49.53846154,-10.41230769,-0.953846154,12.75692308,Snow
-2.0,48.61538462,-11.5,-2.653846154,10.98307692,Snow
-2.0,49.90909091,-11.17363636,-4.790909091,10.98363636,Snow
-2.307692308,50.53846154,-11.29846154,-5.753846154,11.04769231,Snow
-2.0,47.64285714,-11.755,-6.278571429,11.31,Snow
-2.166666667,44.33333333,-12.81333333,-6.308333333,12.17666667,Snow
-2.083333333,42.16666667,-13.35166667,-6.275,12.66333333,Snow
-2.333333333,43.08333333,-13.31083333,-6.733333333,11.6675,Snow
-2.0,42.41666667,-13.19916667,-7.123076923,11.00307692,Snow
-2.0,43.63636364,-12.85181818,-7.5,10.35454545,Snow
-2.076923077,45.69230769,-12.35076923,-7.676923077,10.83384615,Snow
-2.785714286,49.28571429,-12.05642857,-7.971428571,11.15,Snow
-2.818181818,49.09090909,-12.13636364,-8.181818182,11.53909091,Snow
-2.692307692,47.69230769,-12.37769231,-8.161538462,11.32461538,Snow
-2.0,45.5,-12.33,-7.833333333,11.25,Snow
-2.0,44.88888889,-12.50111111,-7.555555556,11.42111111,Snow
-1.888888889,45.77777778,-12.15555556,-7.777777778,11.26555556,Snow
-1.083333333,42.75,-12.27416667,-7.133333333,10.85916667,Snow
-1.538461538,44.0,-12.33307692,-6.992307692,10.12923077,Snow
-2.0,44.0,-12.75,-6.554545455,10.45545455,Snow
-1.166666667,42.0,-12.57333333,-6.458333333,11.41166667,Snow
-1.0,40.58333333,-12.84666667,-6.875,10.62583333,Snow
-1.0,40.8,-12.782,-6.47,10.0,Snow
-1.0,37.7,-13.756,-6.27,11.306,Snow
-1.428571429,37.0,-14.38285714,-6.471428571,10.53571429,Snow
-1.0,33.75,-15.11083333,-6.2,11.39,Snow
-1.0,32.83333333,-15.44333333,-6.033333333,11.36666667,Snow
-0.923076923,32.69230769,-15.43076923,-6.346153846,10.04384615,Snow
-1.0,33.6,-15.164,-6.24,9.972,Snow
-1.0,35.0,-14.665,-5.766666667,8.911666667,Snow
-0.416666667,33.25,-14.79416667,-5.825,7.431666667,Snow
-0.555555556,34.77777778,-14.37333333,-5.566666667,5.587777778,Snow
-2.0,40.27272727,-13.84545455,-5.281818182,3.990909091,Snow
-1.909090909,39.72727273,-13.94363636,-4.036363636,3.331818182,Snow
-1.5,41.0,-13.189,-1.53,3.11,Snow
-0.4,38.3,-13.029,1.93,4.307,Slush
0.333333333,37.77777778,-12.53777778,4.522222222,4.813333333,Dry
1.0,37.0,-12.20909091,6.072727273,5.606363636,Dry
1.636363636,37.27272727,-11.54181818,8.281818182,4.241818182,Dry
2.0,36.33333333,-11.54777778,10.14444444,4.815555556,Dry
2.272727273,34.09090909,-12.09181818,11.15454545,3.991818182,Dry
3.1,33.0,-11.757,10.95,3.557,Dry
3.416666667,32.91666667,-11.51833333,10.55833333,3.241666667,Dry
4.3,30.4,-11.734,11.89,3.473,Dry
4.222222222,33.0,-10.77,11.64444444,5.277777778,Dry
5.0,33.27272727,-9.979090909,9.745454545,9.166363636,Dry
4.8,32.4,-10.493,7.45,10.694,Dry
4.5,33.375,-10.38125,6.15,8.61,Dry
4.0,34.66666667,-10.34166667,4.108333333,8.01,Wet
3.7,35.9,-10.176,2.0,7.584,Wet
2.1,40.9,-9.944,-0.17,6.387,Snow
1.6,41.4,-10.242,-1.99,7.444,Snow
1.272727273,40.18181818,-10.92727273,-3.090909091,7.928181818,Snow
0.7,40.6,-11.305,-3.94,7.444,Snow
-0.4,44.2,-11.239,-4.82,5.723,Snow
-1.0,44.8,-11.608,-5.55,5.944,Snow
-1.0,45.54545455,-11.41636364,-6.045454545,6.39,Snow
-2.545454545,51.09090909,-11.38454545,-6.6,5.229090909,Snow
-3.0,51.77777778,-11.63333333,-6.744444444,5.248888889,Snow
-3.0,52.33333333,-11.50222222,-7.011111111,5.34,Snow
-3.3,58.6,-10.348,-7.31,6.527,Snow
-4.0,63.5,-9.982,-7.85,4.862,Snow
-4.384615385,66.76923077,-9.707692308,-8.192307692,5.834615385,Snow
-5.0,73.09090909,-9.131818182,-8.463636364,6.412727273,Snow
-5.5,76.9,-8.96,-8.31,7.11,Snow
-5.363636364,79.72727273,-8.358181818,-8.263636364,7.449090909,Snow
-6.0,82.25,-8.57,-8.875,8.05625,Snow
-6.111111111,82.11111111,-8.703333333,-8.822222222,9.754444444,Snow
-6.1,74.8,-9.906,-9.86,9.945,Snow
-6.636363636,71.0,-11.08181818,-9.6,9.950909091,Snow
-6.777777778,70.77777778,-11.25666667,-9.477777778,9.228888889,Snow
-7.0,76.0,-10.56625,-10.1875,7.64,Snow
-7.0,71.33333333,-11.37111111,-10.75555556,8.888888889,Snow
-7.333333333,71.0,-11.75222222,-11.11111111,9.476666667,Snow
-7.555555556,70.55555556,-12.05333333,-11.3,8.981111111,Snow
-7.875,69.125,-12.60875,-11.4625,9.86125,Snow
-8.090909091,74.63636364,-11.85,-11.72727273,9.770909091,Snow
-8.0,73.375,-11.97875,-12.0875,11.735,Snow
-8.0,71.125,-12.37,-12.1,14.3075,Snow
-8.9,71.4,-13.186,-12.03,15.475,Snow
-8.111111111,68.44444444,-12.96222222,-10.53333333,15.99222222,Snow
-7.0,63.0,-12.93285714,-8.871428571,16.31285714,Snow
-7.0,62.5,-13.03,-6.65,16.49375,Snow
-6.111111111,61.88888889,-12.31111111,-3.444444444,13.79777778,Snow
-6.0,61.25,-12.33625,0.0625,13.19625,Snow
-6.666666667,73.66666667,-10.7,-0.788888889,13.79555556,Snow
-6.333333333,73.55555556,-10.34555556,-0.877777778,12.16111111,Snow
-6.25,71.875,-10.57,-1.05,11.31875,Snow
-6.666666667,80.33333333,-9.53,-2.366666667,10.83333333,Snow
-6.0,80.25,-8.89125,-2.55,11.5275,Snow
-6.0,79.875,-8.9525,-2.1875,10.69375,Snow
-6.0,81.0,-8.77,-1.7,10.35,Snow
-6.0,81.5,-8.69,-2.0125,11.0075,Snow
-6.0,82.25,-8.57,-2.2375,11.11,Snow
-6.5,82.0,-9.1,-2.45,10.97125,Snow
-6.0,81.375,-8.71,-2.625,11.1475,Snow
-6.625,81.625,-9.2825,-3.275,10.03375,Snow
-7.0,83.375,-9.37375,-4.05,8.82125,Snow
-7.0,83.28571429,-9.387142857,-4.885714286,11.23,Snow
-7.0,82.875,-9.45,-5.6625,11.14625,Snow
-7.0,83.71428571,-9.322857143,-5.471428571,9.007142857,Snow
-7.0,83.0,-9.43375,-5.4625,9.06375,Snow
-7.0,80.25,-9.87,-5.475,8.5075,Snow
-7.0,79.625,-9.97,-5.5375,6.84,Snow
-7.0,79.5,-9.99,-5.85,6.80625,Snow
-7.4,78.9,-10.476,-6.15,5.584,Snow
-9.142857143,80.57142857,-11.90571429,-8.714285714,4.167142857,Snow
-10.125,78.25,-13.23125,-10.2875,5.90375,Snow
-10.375,78.875,-13.37375,-11.0375,5.8675,Snow
-9.428571429,81.57142857,-12.03428571,-11.3,7.501428571,Snow
-9.875,83.0,-12.2475,-11.425,8.055,Snow
-9.125,81.625,-11.7275,-11.4625,8.54,Snow
-9.0,78.75,-12.06,-11.6,8.435,Snow
-9.0,76.375,-12.44125,-11.825,8.575,Snow
-9.125,73.5,-13.045,-12.1375,7.67375,Snow
-9.0,70.0,-13.53125,-12.35,8.23,Snow
-9.0,67.75,-13.935,-12.275,8.99375,Snow
-9.0,67.375,-14.0025,-12.375,9.86,Snow
-9.0,67.85714286,-13.91571429,-12.48571429,9.96,Snow
-9.625,68.0,-14.49,-12.625,10.24375,Snow
-9.25,67.625,-14.1975,-12.75,10.695,Snow
-9.0,67.0,-14.07285714,-12.71428571,10.75428571,Snow
-9.0,67.375,-14.0025,-12.725,9.68625,Snow
-9.0,67.28571429,-14.01857143,-12.74285714,10.03857143,Snow
-9.0,66.0,-14.26,-12.675,9.79,Snow
-9.0,63.85714286,-14.66714286,-12.58571429,9.445714286,Snow
-9.0,63.5,-14.735,-12.3875,9.65375,Snow
-8.571428571,62.28571429,-14.56714286,-11.65714286,9.76,Snow
-8.75,62.0,-14.7925,-10.3125,9.755,Snow
-8.0,61.22222222,-14.23555556,-8.644444444,9.906666667,Snow
-7.875,61.25,-14.1125,-6.6,9.86,Snow
-7.0,59.25,-13.6975,-4.7125,9.965,Snow
-6.571428571,58.85714286,-13.37285714,-3.328571429,9.482857143,Snow
-5.875,56.625,-13.20125,-1.5375,8.57625,Snow
-5.0,54.57142857,-12.83857143,0.257142857,8.928571429,Snow
-4.75,55.875,-12.31375,1.35,8.855,Slush
-4.0,52.42857143,-12.40857143,2.742857143,8.214285714,Slush
-4.0,51.875,-12.54,4.0125,8.125,Slush
-3.285714286,50.57142857,-12.19285714,4.857142857,7.34,Dry
-3.0,48.375,-12.49,5.325,7.46375,Dry
-3.0,47.57142857,-12.69142857,5.2,6.864285714,Dry
-3.0,49.875,-12.10375,4.3625,5.93625,Dry
-3.0,50.875,-11.85375,2.475,6.18,Slush
-3.714285714,54.0,-11.77571429,1.542857143,6.547142857,Slush
-4.0,57.0,-11.36,-0.6375,7.675,Snow
-4.625,58.0,-11.72625,-2.9625,7.01375,Snow
-5.142857143,59.0,-11.99857143,-5.357142857,6.27,Snow
-6.0,60.625,-12.46625,-7.1375,7.0825,Snow
-6.0,59.71428571,-12.65142857,-7.742857143,8.332857143,Snow
-7.0,61.75,-13.18125,-8.4125,7.3625,Snow
-7.0,61.42857143,-13.24428571,-9.3,7.82,Snow
-8.0,63.75,-13.7375,-9.925,6.5625,Snow
-8.571428571,66.0,-13.85,-10.61428571,7.061428571,Snow
-9.0,69.375,-13.6425,-11.025,7.91625,Snow
-9.0,70.14285714,-13.50428571,-11.37142857,8.452857143,Snow
-8.5,69.875,-13.07625,-11.3375,8.92375,Snow
-8.571428571,68.0,-13.48428571,-11.14285714,8.77,Snow
-8.0,64.75,-13.54,-11.0625,8.68,Snow
-7.428571429,63.0,-13.33714286,-10.98571429,8.93,Snow
-7.0,63.875,-12.76125,-11.0625,9.65125,Snow
-7.0,64.71428571,-12.59714286,-11.12857143,10.12,Snow
-7.0,64.875,-12.56625,-11.075,11.425,Snow
-7.571428571,67.28571429,-12.65428571,-11.08571429,11.74571429,Snow
-7.0,67.375,-12.08875,-11.05,12.22375,Snow
-7.142857143,67.85714286,-12.13428571,-11.12857143,12.38,Snow
-7.0,67.625,-12.04125,-11.125,13.09125,Snow
-7.0,68.0,-11.97,-11.0,13.85,Snow
-7.0,68.625,-11.8575,-10.5,15.59375,Snow
-7.0,68.71428571,-11.84142857,-10.62857143,14.80285714,Snow
-7.0,67.75,-12.0175,-11.15,12.11875,Snow
-7.0,68.42857143,-11.89428571,-11.11428571,12.77714286,Snow
-7.0,69.875,-11.6325,-10.775,13.925,Snow
-6.857142857,69.71428571,-11.52428571,-10.37142857,14.20714286,Snow
-6.75,69.5,-11.46,-10.45,14.79375,Snow
-7.0,70.28571429,-11.55857143,-10.54285714,14.20714286,Snow
-7.0,70.0,-11.61,-9.8125,15.66125,Snow
-7.0,69.85714286,-11.63571429,-8.842857143,16.27285714,Snow
-6.625,69.75,-11.295,-8.75,15.975,Snow
-5.714285714,69.28571429,-10.50428571,-5.714285714,17.62,Snow
-5.875,68.25,-10.85125,-4.35,17.15625,Snow
-5.0,65.28571429,-10.58428571,-3.785714286,17.58285714,Snow
-5.0,61.0,-11.44285714,-4.3625,12.43125,Snow
-4.142857143,59.42857143,-10.96571429,-3.671428571,10.99142857,Snow
-4.125,60.25,-10.77375,-2.975,12.18625,Snow
-3.714285714,56.71428571,-11.16285714,-1.871428571,9.881428571,Snow
-3.25,54.75,-11.165,-1.15,13.89,Snow
-3.0,53.57142857,-11.20571429,-1.071428571,13.41428571,Snow
-3.0,53.0,-11.34375,-0.9625,15.21125,Snow
-3.0,50.42857143,-11.96428571,-0.7,13.09571429,Snow
-3.5,50.0,-12.5375,-1.4625,13.4025,Snow
-4.0,49.57142857,-13.10714286,-2.671428571,12.81714286,Snow
-4.0,51.0,-12.75125,-4.275,13.2975,Snow
-4.428571429,52.42857143,-12.81714286,-5.671428571,12.81714286,Snow
-5.0,56.25,-12.46625,-6.4375,12.395,Snow
-5.571428571,62.57142857,-11.66428571,-6.471428571,12.42285714,Snow
-6.0,62.5,-12.085,-7.6625,10.65875,Snow
-7.0,71.28571429,-11.38142857,-8.185714286,10.59571429,Snow
-7.0,74.75,-10.7725,-7.8125,9.2375,Snow
-7.714285714,72.57142857,-11.84,-7.728571429,8.454285714,Snow
-8.0,70.125,-12.5475,-8.0625,8.09125,Snow
-8.0,71.14285714,-12.36714286,-8.3,8.412857143,Snow
-8.0,70.625,-12.46,-7.85,8.29875,Snow
-8.857142857,75.42857143,-12.47714286,-7.885714286,9.92,Snow
-9.75,81.375,-12.3775,-8.7375,9.965,Snow
-10.0,81.14285714,-12.65714286,-8.614285714,10.87285714,Snow
-10.0,80.625,-12.73625,-8.825,11.25,Snow
-10.85714286,80.14285714,-13.64714286,-8.957142857,9.167142857,Snow
-11.0,79.25,-13.9225,-9.5625,9.34,Snow
-11.0,80.0,-13.81,-10.37142857,9.087142857,Snow
-11.0,80.25,-13.77,-10.5875,9.96375,Snow
-11.0,80.14285714,-13.78714286,-10.22857143,10.43571429,Snow
-11.0,82.0,-13.5,-9.75,12.70875,Snow
-11.0,83.0,-13.35,-9.671428571,13.01571429,Snow
-11.0,83.0,-13.35,-9.725,12.53375,Snow
-11.0,83.0,-13.35,-9.771428571,12.18142857,Snow
-11.375,82.875,-13.73625,-9.825,11.87375,Snow
-12.0,82.0,-14.48,-10.07142857,12.06428571,Snow
-11.0,81.875,-13.51875,-10.275,13.64625,Snow
-11.0,82.28571429,-13.45714286,-10.18571429,14.24714286,Snow
-11.0,82.875,-13.36875,-10.075,13.33375,Snow
-11.14285714,82.57142857,-13.55428571,-10.18571429,13.57285714,Snow
-12.0,81.75,-14.5175,-10.8625,15.21,Snow
-12.0,79.71428571,-14.82714286,-11.1,15.59857143,Snow
-12.0,80.125,-14.76375,-10.15,13.4375,Snow
-12.0,80.71428571,-14.67285714,-9.185714286,11.35,Snow
-12.0,79.625,-14.83875,-8.6625,13.6475,Snow
-12.0,78.85714286,-14.96142857,-8.114285714,14.76285714,Snow
-11.875,78.75,-14.85625,-6.3375,14.68875,Snow
-12.0,78.14285714,-15.07285714,-4.814285714,12.77857143,Snow
-12.0,77.625,-15.15,-3.875,12.74375,Snow
-12.0,77.85714286,-15.11428571,-4.842857143,11.98428571,Snow
-12.0,78.125,-15.075,-5.225,11.4225,Snow
-11.85714286,78.42857143,-14.88571429,-4.971428571,10.87428571,Snow
-12.0,78.125,-15.07375,-5.2375,10.3125,Snow
-12.0,76.57142857,-15.31857143,-5.985714286,10.23714286,Snow
-11.25,74.375,-14.95375,-4.25,9.445,Snow
-11.0,70.14285714,-15.44142857,-3.942857143,9.802857143,Snow
-11.0,64.625,-16.4275,-4.9,10.73,Snow
-11.0,65.57142857,-16.25142857,-5.085714286,10.03857143,Snow
-11.0,64.25,-16.4925,-5.7625,10.76375,Snow
-11.28571429,61.28571429,-17.33285714,-7.771428571,11.03142857,Snow
-12.0,63.0,-17.68375,-9.0,8.81875,Ice
-12.14285714,63.71428571,-17.68142857,-11.1,8.174285714,Ice
-13.0,62.0,-18.82,-12.8125,8.02125,Ice
-13.0,60.42857143,-19.11857143,-13.57142857,7.897142857,Ice
-13.0,60.125,-19.18,-13.8375,5.97,Ice
-13.0,60.0,-19.20285714,-14.42857143,6.03,Ice
-14.125,64.375,-19.44875,-14.85,4.7925,Ice
-14.14285714,67.28571429,-18.94,-15.64285714,5.158571429,Ice
-14.25,70.25,-18.53125,-16.1625,6.495,Ice
-14.0,70.57142857,-18.23857143,-16.35714286,7.381428571,Ice
-14.0,69.375,-18.44,-16.675,7.64,Ice
-14.14285714,66.42857143,-19.09,-16.85714286,7.221428571,Ice
-14.0,63.875,-19.41875,-17.125,6.285,Ice
-14.0,61.28571429,-19.90571429,-17.2,6.111428571,Ice
-14.0,59.375,-20.26875,-17.5,7.325,Ice
-13.85714286,57.28571429,-20.55,-17.35,7.978571429,Ice
-13.0,54.25,-20.38375,-17.425,8.68,Ice
-13.0,54.28571429,-20.37714286,-16.78571429,9.6,Ice
-13.0,52.375,-20.7875,-16.8375,9.65375,Ice
-13.0,52.85714286,-20.68142857,-16.95714286,10.28,Ice
-13.0,53.25,-20.5975,-16.9125,11.00625,Ice
-12.85714286,50.85714286,-20.99857143,-16.81428571,10.63571429,Ice
-12.875,52.25,-20.70375,-16.7,10.9375,Ice
-12.85714286,54.71428571,-20.15,-16.51428571,12.42,Ice
-12.375,53.25,-20.02,-16.225,12.395,Ice
-11.85714286,51.0,-20.03857143,-15.97142857,12.3,Ice
-11.0,48.125,-19.92375,-15.775,11.805,Ice
-11.0,46.42857143,-20.33714286,-15.85714286,10.91142857,Ice
-11.0,45.25,-20.6375,-15.825,10.8325,Ice
-10.14285714,43.14285714,-20.40714286,-15.58571429,10.04,Ice
-10.375,46.625,-19.71875,-14.3875,10.86875,Ice
-10.14285714,44.85714286,-19.96142857,-12.75714286,10.47428571,Ice
-8.875,42.0,-19.56625,-10.5375,9.40875,Ice
-7.714285714,41.85714286,-18.55428571,-8.028571429,8.967142857,Ice
-6.125,40.25,-17.57875,-5.85,9.61625,Ice
-6.0,42.42857143,-16.83714286,-3.614285714,8.135714286,Snow
-4.875,40.375,-16.41125,-1.35,8.16,Snow
-3.428571429,39.42857143,-15.39428571,1.014285714,6.03,Slush
-2.375,39.375,-14.4675,2.8875,5.83375,Slush
-1.428571429,37.42857143,-14.22428571,4.757142857,6.864285714,Dry
-1.0,36.0,-14.325,5.5,9.1325,Dry
-0.285714286,34.42857143,-14.23285714,5.785714286,9.444285714,Dry
0.0,36.125,-13.38875,6.2625,8.89,Dry
0.0,38.57142857,-12.58142857,6.0,8.967142857,Dry
0.0,40.25,-12.0475,4.5875,9.27,Dry
0.0,42.0,-11.51,3.042857143,10.15857143,Slush
0.0,42.875,-11.25,2.025,11.07625,Slush
0.0,41.14285714,-11.76857143,0.342857143,10.91428571,Snow
0.0,42.25,-11.43625,-1.3375,8.715,Snow
-0.571428571,44.28571429,-11.36428571,-3.542857143,11.19142857,Snow
-1.0,44.25,-11.7675,-5.15,10.31375,Snow
-1.428571429,44.28571429,-12.14857143,-5.7,9.168571429,Snow
-2.0,44.75,-12.54,-6.0125,8.12625,Snow
-2.0,45.28571429,-12.39,-6.5,8.57,Snow
-2.375,44.75,-12.88625,-6.9375,8.3675,Snow
-1.857142857,43.57142857,-12.74285714,-7.414285714,7.144285714,Snow
-1.0,39.5,-13.20125,-7.55,5.9025,Snow
-1.857142857,41.14285714,-13.45,-8.0,5.912857143,Snow
-2.5,41.875,-13.82375,-8.575,4.54875,Snow
-2.428571429,42.0,-13.71714286,-9.057142857,5.16,Snow
-1.75,39.875,-13.755,-9.05,4.33875,Snow
-0.857142857,36.85714286,-13.91,-9.142857143,3.452857143,Snow
-2.5,40.625,-14.225,-9.6625,4.2375,Snow
-1.428571429,37.0,-14.37857143,-9.885714286,6.745714286,Snow
-2.25,40.125,-14.12625,-10.15,5.9725,Snow
-0.714285714,35.71428571,-14.19428571,-9.685714286,7.778571429,Snow
-2.375,39.875,-14.30875,-10.025,5.9,Snow
-2.142857143,39.42857143,-14.24285714,-10.17142857,6.428571429,Snow
-1.875,37.0,-14.7725,-10.3375,4.99875,Snow
0.0,31.85714286,-14.92428571,-9.471428571,8.174285714,Snow
-0.571428571,32.85714286,-15.05857143,-9.9,6.945714286,Snow
-0.571428571,32.42857143,-15.21571429,-9.828571429,6.388571429,Snow
-0.25,31.125,-15.425,-10.4375,5.07,Snow
0.0,29.71428571,-15.76714286,-10.41428571,5.2,Snow
-0.625,31.125,-15.7625,-10.6375,5.625,Snow
-0.285714286,29.42857143,-16.13428571,-10.7,5.754285714,Snow
-2.0,32.5,-16.4675,-10.6875,4.20125,Snow
-2.428571429,34.0,-16.28428571,-10.71428571,3.491428571,Snow
-0.25,30.0,-15.89375,-8.525,7.04875,Snow
1.0,27.28571429,-15.92428571,-5.957142857,7.86,Snow
1.625,26.75,-15.62875,-3.0375,7.815,Snow
2.0,27.14285714,-15.12857143,-0.671428571,7.3,Snow
2.875,24.75,-15.4875,1.0125,7.70875,Ice
3.285714286,24.57142857,-15.23285714,2.785714286,7.66,Wet
3.0,27.375,-14.1725,3.475,5.48625,Wet
3.428571429,29.28571429,-12.96714286,5.657142857,4.562857143,Wet
3.75,28.25,-13.13875,7.025,5.245,Dry
4.571428571,26.57142857,-13.22285714,8.185714286,3.97,Dry
3.75,32.625,-11.435,7.6875,3.71625,Dry
4.714285714,26.42857143,-13.10571429,7.528571429,3.65,Dry
5.0,23.75,-14.17,7.95,3.9575,Dry
5.0,24.42857143,-13.83285714,8.128571429,4.64,Dry
5.875,23.375,-13.62875,8.9625,3.99125,Dry
5.142857143,22.0,-14.98142857,6.385714286,4.007142857,Dry
5.0,22.25,-15.02625,5.5375,5.20875,Wet
4.714285714,26.42857143,-13.17857143,5.257142857,4.164285714,Wet
5.625,22.0,-14.665,4.125,4.20125,Wet
5.142857143,22.57142857,-14.75857143,1.328571429,3.215714286,Wet
3.375,28.0,-13.5625,-0.4375,4.93125,Wet
1.857142857,30.71428571,-13.74428571,-1.942857143,3.73,Snow
0.5,32.25,-14.3475,-3.4125,4.47625,Snow
0.857142857,29.0,-15.31857143,-4.771428571,4.88,Snow
0.5,28.5,-15.86625,-5.425,4.825,Snow
0.857142857,29.57142857,-15.08285714,-4.057142857,5.317142857,Snow
1.0,29.875,-14.83,-4.35,4.16625,Snow
1.0,29.42857143,-15.01,-5.4,3.49,Snow
-0.375,33.375,-14.69875,-5.3,4.47875,Snow
-1.0,34.85714286,-14.72,-5.414285714,5.792857143,Snow
-0.625,34.625,-14.46875,-4.2,6.38875,Snow
-0.714285714,35.85714286,-14.13571429,-4.028571429,7.221428571,Snow
-0.125,31.875,-15.03625,-4.125,7.39625,Snow
0.571428571,29.0,-15.57142857,-3.828571429,7.855714286,Snow
0.75,28.0,-15.835,-3.9,8.61,Snow
0.0,30.28571429,-15.54,-3.871428571,8.77,Snow
0.0,32.375,-14.73,-3.6,8.645,Snow
-0.285714286,34.28571429,-14.28714286,-3.757142857,8.57,Snow
-0.5,34.25,-14.4925,-4.125,8.855,Snow
-1.142857143,35.28571429,-14.69714286,-4.628571429,7.897142857,Snow
-0.857142857,35.71428571,-14.30428571,-4.442857143,7.974285714,Snow
-1.125,36.375,-14.30875,-4.6625,6.97875,Snow
-1.0,38.85714286,-13.38571429,-4.514285714,9.921428571,Snow
-1.0,39.75,-13.105,-4.6625,9.4425,Snow
-1.857142857,43.0,-12.90285714,-4.6,6.588571429,Snow
-1.875,45.375,-12.25375,-4.5375,5.55625,Snow
-1.0,45.14285714,-11.51428571,-4.5,7.738571429,Snow
-1.25,47.0,-11.2425,-4.5,8.125,Snow
-1.571428571,49.57142857,-10.86142857,-4.142857143,7.58,Snow
-1.0,48.125,-10.7075,-3.2625,8.4375,Snow
-1.0,46.71428571,-11.08714286,-2.414285714,10.43571429,Snow
-1.0,46.75,-11.0775,-1.425,9.965,Snow
-1.0,47.42857143,-10.89428571,-0.385714286,10.00142857,Snow
-1.5,46.25,-11.66875,0.6,9.305,Snow
-1.0,44.42857143,-11.72,2.9,7.657142857,Slush
-1.0,42.85714286,-12.16714286,5.525,7.8475,Dry
-1.0,42.85714286,-12.16571429,5.942857143,6.55,Dry
-0.375,40.875,-12.1925,6.925,6.11,Dry
0.0,39.14285714,-12.39714286,7.814285714,5.555714286,Dry
0.5,34.375,-13.55875,7.9125,5.315,Dry
