air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,road_temp_set_1,visibility_set_1,dew_point_temperature_set_1d,rain,wet,snow,slush,fog,blowing_snow,black_ice
-5.866666667,86.66666667,4.944,-0.673333333,0.725333333,-7.759333333,0,1,0,0,0,0,0
-5.8,86.73333333,4.222,-0.466666667,1.1,-7.683333333,0,1,0,0,0,0,0
-5.133333333,85.8,4.184666667,-0.526666667,0.92,-7.170666667,0,0,0,0,0,0,0
-5,86.66666667,3.852,-0.42,0.726666667,-6.91,0,0,0,0,0,0,0
-5,86.2,4.702,1.386666667,1.009333333,-6.98,0,1,1,0,0,0,0
-4.933333333,85.4,3.481333333,3.46,1.234,-7.034666667,0,0,0,0,0,0,0
-4.4,84.46666667,3.572666667,4.346666667,1.079333333,-6.657333333,0,1,1,0,0,0,0
-4.733333333,84.33333333,4.020666667,5.7,1.096,-7.004666667,0,1,0,0,0,0,0
-4.133333333,83.33333333,3.796666667,7.54,1.105333333,-6.576,0,1,1,0,0,0,0
-4,83.06666667,3.444666667,8.573333333,1.214,-6.489333333,0,1,1,0,0,0,0
-4,83.6,2.929333333,8.313333333,1.144666667,-6.404,0,1,1,0,0,0,0
-3.666666667,83.2,3.333333333,9.186666667,1.24,-6.141333333,0,1,1,0,0,0,0
-3.066666667,82.26666667,2.980666667,8.606666667,1.24,-5.702666667,0,0,1,0,0,0,1
-3,82.06666667,3.130666667,8.826666667,1.24,-5.67,0,0,1,0,0,0,0
-3,82.13333333,2.332,8.233333333,1.24,-5.659333333,0,0,1,0,0,0,0
-3.533333333,85.26666667,2.164666667,4.76,1.025333333,-5.681333333,0,1,1,0,0,0,0
-4,87.86666667,2.537333333,2.34,0.544,-5.74,0,0,0,0,0,0,0
-4,87.6,2.630666667,2.266666667,1.056666667,-5.78,0,0,0,0,0,0,0
-3.933333333,86.93333333,2.108,3.226666667,1.24,-5.814666667,0,0,0,0,0,0,0
-3.2,86.53333333,2.518666667,2.633333333,1.24,-5.158,0,0,0,0,0,0,1
-3,82,3.888666667,1.88,1.24,-5.68,0,0,0,0,0,0,0
-3,85.46666667,5,0.793333333,1.213333333,-5.129333333,0,0,0,0,0,0,0
-3.333333333,86.4,5.093333333,-0.16,1.24,-5.305333333,0,0,0,0,0,0,0
-3.133333333,86.46666667,5.704,-0.286666667,1.24,-5.100666667,0,0,0,0,0,0,0
-3.8,86.53333333,6.814666667,-0.386666667,1.203333333,-5.747333333,0,0,0,0,0,0,0
-4,83.66666667,8.778,-0.666666667,1.24,-6.393333333,0,0,0,0,0,0,0
-4.133333333,81.66666667,9.073333333,-1.22,1.133333333,-6.842666667,0,0,0,0,0,0,0
-5,82.13333333,8.52,-1.607142857,0.965333333,-7.609333333,0,0,0,0,0,0,0
-5,81.4,7.332,-1.54,1.24,-7.726666667,0,0,0,0,0,0,0
-5,81,7.759333333,-1.96,1.24,-7.793333333,0,0,0,0,0,0,0
-5,83.53333333,7.184,-2.733333333,1.24,-7.391333333,0,0,0,0,0,0,0
-6,85.8,6.815333333,-4.206666667,1.24,-8.020666667,0,0,0,0,0,0,0
-6,84.73333333,7.796,-4.34,1.24,-8.187333333,0,0,0,0,0,0,0
-6.666666667,83.8,6.426666667,-4.86,1.24,-8.984666667,0,0,0,0,0,1,0
-6.266666667,79.4,6.278,-3.953333333,1.24,-9.297333333,0,0,1,0,0,0,0
-7.2,79.73333333,5.427333333,-4.66,1.24,-10.14666667,0,0,0,0,0,0,0
-8.533333333,77.93333333,4.777333333,-6.013333333,1.24,-11.734,0,0,0,0,0,0,0
-9.266666667,78.2,4.054,-6.666666667,1.24,-12.40666667,0,0,1,0,0,1,0
-8.4,76.93333333,5.963333333,-7.113333333,1.24,-11.77133333,0,0,0,0,0,0,0
-8.2,75.53333333,8.111333333,-7.62,1.24,-11.80466667,0,0,1,0,0,0,0
-8.2,75.33333333,9.888666667,-8.086666667,1.24,-11.83733333,0,1,1,0,0,0,0
-8.733333333,77.93333333,10.01866667,-8.606666667,1.24,-11.932,0,0,0,0,0,0,0
-9,80.13333333,10.074,-9.066666667,1.24,-11.83866667,0,0,0,0,0,0,0
-8.4,78.2,10.35133333,-8.806666667,1.24,-11.564,0,1,1,0,0,0,0
-8,76.73333333,10.594,-8.306666667,1.24,-11.41266667,0,0,0,0,0,0,0
-8,76.46666667,11.592,-7.12,1.24,-11.45666667,0,0,0,0,0,0,0
-7.333333333,75,10.61266667,-5.073333333,1.24,-11.05333333,0,0,0,0,0,0,0
-7,76.33333333,10.98266667,-3.88,1.05,-10.50933333,0,0,0,0,0,0,0
-7,76.26666667,9.778,-2.3,1.062666667,-10.52066667,0,0,0,0,0,0,0
-7,82.26666667,8.962,-2.246666667,0.720666667,-9.55,0,0,0,0,0,0,0
-6.866666667,80.06666667,10.982,-0.891666667,1.21,-9.769333333,0,0,0,0,0,0,0
-6.666666667,79.8,10.50133333,-0.586666667,1.224666667,-9.62,0,0,0,0,0,0,0
-6.2,80.4,11.242,1.226666667,1.109333333,-9.064666667,0,0,0,0,0,0,0
-6,78.66666667,11.40733333,3.46,1.224,-9.152,0,0,0,0,0,0,0
-5.466666667,76.86666667,12.27933333,4.82,1.24,-8.936,0,0,0,0,0,0,0
-5,73.66666667,11.98,6.486666667,1.24,-9.036666667,0,0,0,0,0,0,0
-4.2,72.06666667,13.054,7.82,1.24,-8.544666667,0,0,0,0,0,0,0
-4,69.53333333,13.89066667,9.346666667,1.184666667,-8.821333333,0,0,0,0,0,0,0
-3.533333333,63.06666667,14.186,9.493333333,1.189333333,-9.63,0,0,0,0,0,0,0
-3.666666667,64.86666667,12.278,7.486666667,1.130666667,-9.412666667,0,0,0,0,0,0,0
-3.733333333,68.66666667,11.22133333,4.52,1.194666667,-8.742666667,0,0,0,0,0,0,0
-3.266666667,61.26666667,11.944,4.553333333,1.224666667,-9.806,0,0,0,0,0,0,0
-2.666666667,51.13333333,12.35066667,5.82,1.24,-11.51666667,0,0,0,0,0,0,0
-2.8,49.06666667,12.24133333,5.533333333,1.24,-12.17133333,0,0,0,0,0,0,0
-2.8,46.6,12.12933333,3.833333333,1.24,-12.77466667,0,0,0,0,0,0,0
-2.733333333,45.73333333,11.796,3.573333333,1.24,-12.942,0,0,0,0,0,0,0
-2.2,44.06666667,12.574,3.653333333,1.24,-12.92133333,0,0,0,0,0,0,0
-2.266666667,42.46666667,12.148,2.093333333,1.24,-13.43,0,0,0,0,0,0,0
-2.133333333,41.53333333,11.664,0.46,1.24,-13.58933333,0,0,0,0,0,0,0
-3,44.66666667,11.20333333,-2.213333333,1.24,-13.47666667,0,0,0,0,0,0,0
-3.133333333,49.46666667,10.464,-4,1.24,-12.334,0,0,0,0,0,0,0
-3.533333333,52.2,10.09333333,-4.526666667,1.24,-12.02866667,0,0,0,0,0,0,0
-4,55.6,9.537333333,-4.906666667,1.24,-11.67333333,0,0,0,0,0,0,0
-4,56.73333333,8.686,-5.446666667,1.24,-11.41866667,0,0,0,0,0,0,0
-4.2,59.06666667,7.926,-5.853333333,1.24,-11.10066667,0,0,0,0,0,0,0
-4.133333333,60.66666667,8.017333333,-6.026666667,1.24,-10.69266667,0,0,0,0,0,0,0
-4,58.4,9.536,-6.22,1.24,-11.05266667,0,0,0,0,0,0,0
-4,58.53333333,9.738666667,-6.366666667,1.24,-11.02266667,0,0,0,0,0,0,0
-4.066666667,59.8,9.646666667,-6.506666667,1.24,-10.81333333,0,0,0,0,0,0,0
-4.066666667,60.73333333,8.722,-6.833333333,1.24,-10.61333333,0,0,0,0,0,0,0
-4,59.73333333,8.759333333,-6.973333333,1.24,-10.76466667,0,0,0,0,0,0,0
-3.933333333,57.26666667,10.388,-6.98,1.24,-11.23866667,0,0,0,0,0,0,0
-3.6,56.33333333,11.53866667,-7.006666667,1.24,-11.13066667,0,0,0,0,0,0,0
-4,57.26666667,11.20266667,-7.28,1.24,-11.30133333,0,0,0,0,0,0,0
-3.6,55.26666667,11.64666667,-7.466666667,1.24,-11.37333333,0,0,0,0,0,0,0
-4,55.86666667,9.832666667,-7.646666667,1.24,-11.61066667,0,0,0,0,0,0,0
-4,57.06666667,8.89,-8.02,1.24,-11.34533333,0,0,0,0,0,0,0
-4,55.93333333,8.871333333,-8.166666667,1.24,-11.59733333,0,0,0,0,0,0,0
-4,55.53333333,8.186,-8.38,1.24,-11.68733333,0,0,0,0,0,0,0
-4,55.73333333,7.816,-8.586666667,1.24,-11.64133333,0,0,0,0,0,0,0
-4,53.06666667,8.666,-8.58,1.24,-12.25533333,0,0,0,0,0,0,0
-3.4,51.4,8.666,-8.506666667,1.24,-12.096,0,0,0,0,0,0,0
-3.6,51.66666667,8.554,-8.1,1.24,-12.21933333,0,0,0,0,0,0,0
-3,49.8,8.516666667,-6.593333333,1.24,-12.12,0,0,0,0,0,0,0
-2.2,48.13333333,8.741333333,-4.373333333,1.24,-11.80933333,0,0,0,0,0,0,0
-2,48.93333333,9.515333333,-2.126666667,1.24,-11.42,0,0,0,0,0,0,0
-1,47.66666667,9.962666667,0.293333333,1.24,-10.83266667,0,0,0,0,0,0,0
-0.133333333,43.46666667,11.704,2.64,1.24,-11.216,0,0,0,0,0,0,0
0.533333333,41.4,12.85333333,4.813333333,1.24,-11.21,0,0,0,0,0,0,0
1.133333333,40.13333333,12.77733333,7.526666667,1.24,-11.07,0,0,0,0,0,0,0
2,37.46666667,11.22133333,10.45333333,1.24,-11.15466667,0,0,0,0,0,0,0
2.533333333,34.73333333,10.62866667,13.00666667,1.24,-11.628,0,0,0,0,0,0,0
3.066666667,31.06666667,10.12866667,15.42,1.24,-12.55266667,0,0,0,0,0,0,0
3.866666667,30.33333333,8.519333333,17.87333333,1.24,-12.15066667,0,0,0,0,0,0,0
4.2,30,7.482666667,20.12,1.24,-11.99133333,0,0,0,0,0,0,0
5,28.86666667,8.259333333,21.35333333,1.24,-11.766,0,0,0,0,0,0,0
5.066666667,29.06666667,9.000666667,22.07333333,1.24,-11.62133333,0,0,0,0,0,0,0
6,28.6,8.927333333,22.34666667,1.24,-11.01266667,0,0,0,0,0,0,0
6.2,26.66666667,7.962,21.82666667,1.24,-11.70666667,0,0,0,0,0,0,0
6.8,27,8.315333333,22.29333333,1.24,-11.03733333,0,0,0,0,0,0,0
7,26.46666667,7.852,21.81333333,1.24,-11.11733333,0,0,0,0,0,0,0
7,26.2,7.24,21.1,1.24,-11.24133333,0,0,0,0,0,0,0
7.2,25.4,6.629333333,19.90666667,1.24,-11.458,0,0,0,0,0,0,0
7.066666667,24.93333333,6.557333333,18.09333333,1.157333333,-11.80133333,0,0,0,0,0,0,0
7.266666667,24.73333333,7.148,15.74,1.24,-11.73133333,0,0,0,0,0,0,0
7.133333333,25.4,6.334,13.39333333,1.24,-11.51866667,0,0,0,0,0,0,0
7,27.8,6.869333333,10.70666667,1.24,-10.49866667,0,0,0,0,0,0,0
6.266666667,30.86666667,6.666666667,7.806666667,1.24,-9.83,0,0,0,0,0,0,0
4.866666667,36.13333333,5.149333333,5.473333333,1.24,-9.051333333,0,0,0,0,0,0,0
4,40,3.925333333,3.813333333,1.24,-8.514,0,0,0,0,0,0,0
3.133333333,41.4,4.276666667,2.473333333,1.24,-8.857333333,0,0,0,0,0,0,0
2.4,41.13333333,4.424666667,1.486666667,1.24,-9.598666667,0,0,0,0,0,0,0
2,41.93333333,2.537333333,0.726666667,1.24,-9.714666667,0,0,0,0,0,0,0
2,41.73333333,2.500666667,0.12,1.24,-9.774666667,0,0,0,0,0,0,0
2.066666667,38.8,4.091333333,-0.446666667,1.24,-10.64533333,0,0,0,0,0,0,0
3,35.93333333,2.984,-1.006666667,1.24,-10.77533333,0,0,0,0,0,0,0
2.666666667,36.86666667,2.948,-1.42,1.24,-10.74666667,0,0,0,0,0,0,0
2.2,37.86666667,3.888666667,-1.753333333,1.24,-10.828,0,0,0,0,0,0,0
2.866666667,38.2,5.054,-1.853333333,1.24,-10.12533333,0,0,0,0,0,0,0
2.8,39.66666667,5.520666667,-2.186666667,1.24,-9.702,0,0,0,0,0,0,0
3,40,5.462666667,-2.506666667,1.24,-9.415333333,0,0,0,0,0,0,0
3,40,6.094,-2.806666667,1.24,-9.419333333,0,0,0,0,0,0,0
3,38.53333333,6.370666667,-3.026666667,1.24,-9.894,0,0,0,0,0,0,0
2.733333333,37.33333333,5.482666667,-3.066666667,1.24,-10.55066667,0,0,0,0,0,0,0
2,40.2,4.204666667,-3.44,1.24,-10.25666667,0,0,0,0,0,0,0
2,40.8,4.056,-3.633333333,1.24,-10.068,0,0,0,0,0,0,0
2.4,37.8,6.888,-3.753333333,1.24,-10.692,0,0,0,0,0,0,0
3,36.6,6.388666667,-3.646666667,1.24,-10.54,0,0,0,0,0,0,0
3,35.4,6.998666667,-3.62,1.24,-10.96666667,0,0,0,0,0,0,0
2.933333333,36.4,6.722,-3.633333333,1.24,-10.67,0,0,0,0,0,0,0
3,36.13333333,9.481333333,-2.886666667,1.24,-10.70333333,0,0,0,0,0,0,0
3.133333333,35.73333333,10.372,-0.886666667,1.24,-10.72733333,0,0,0,0,0,0,0
4,35.26666667,10.07466667,0.893333333,1.24,-10.124,0,0,0,0,0,0,0
4,34.46666667,9.258666667,2.24,1.24,-10.412,0,0,0,0,0,0,0
4.6,34.93333333,6.444666667,5.006666667,1.24,-9.710666667,0,0,0,0,0,0,0
6.133333333,33.13333333,5.574,9.72,1.24,-9.072666667,0,0,0,0,0,0,0
7.8,27.2,8.908666667,12.58666667,1.24,-10.08066667,0,0,0,0,0,0,0
8.666666667,25.73333333,9.555333333,15.92,1.24,-10.03066667,0,0,0,0,0,0,0
9.133333333,23.8,8.852,18.81428571,1.24,-10.61933333,0,0,0,0,0,0,0
9.866666667,21.06666667,8.148,21.36,1.24,-11.528,0,0,0,0,0,0,0
10,20.46666667,7.779333333,22.21333333,1.24,-11.778,0,0,0,0,0,0,0
10,20.66666667,7.982,22.14666667,1.24,-11.65066667,0,0,0,0,0,0,0
9.933333333,20.46666667,7.890666667,20.45333333,1.24,-11.82866667,0,0,0,0,0,0,0
9.8,19.93333333,6.888666667,20.28666667,1.24,-12.26733333,0,0,0,0,0,0,0
10,20.26666667,6.998,20.45333333,1.24,-11.89666667,0,0,0,0,0,0,0
10,20.46666667,7.184,20.46666667,1.24,-11.77466667,0,0,0,0,0,0,0
10.33333333,19.33333333,6.481333333,22.12,1.24,-12.198,0,0,0,0,0,0,0
10.46666667,19.13333333,7.592666667,21.40666667,1.24,-12.21533333,0,0,0,0,0,0,0
10.8,17.8,8.259333333,21.7,1.24,-12.84933333,0,0,0,0,0,0,0
11,17.2,7.63,22.31333333,1.24,-13.09866667,0,0,0,0,0,0,0
11.06666667,18.33333333,6.389333333,21.52666667,1.24,-12.25666667,0,0,0,0,0,0,0
11.06666667,19.86666667,7.128666667,19.47333333,1.24,-11.24,0,0,0,0,0,0,0
11.4,19.4,7.815333333,18.47333333,1.24,-11.27333333,0,0,0,0,0,0,0
11,18.2,7.776666667,15.68666667,1.24,-12.396,0,0,0,0,0,0,0
11,17.93333333,7.576,13.10666667,1.24,-12.57266667,0,0,0,0,0,0,0
10.2,20.53333333,6.24,11.06,1.24,-11.586,0,0,0,0,0,0,0
8.6,24.66666667,5.240666667,8.36,1.24,-10.63666667,0,0,0,0,0,0,0
8.066666667,26.26666667,3.852,6.833333333,1.24,-10.32666667,0,0,0,0,0,0,0
8.466666667,24.26666667,2.872666667,6.026666667,1.24,-10.95,0,0,1,0,0,0,0
8.4,23.73333333,1.684666667,6.126666667,1.24,-11.27733333,0,1,1,0,0,0,0
8,24.73333333,1.614,5.613333333,1.24,-11.106,0,1,1,0,0,0,0
7.733333333,24.66666667,1.556666667,5.026666667,1.24,-11.372,0,1,1,0,0,0,0
8,23.8,2.258666667,4.466666667,1.24,-11.584,0,0,1,0,0,0,0
7.533333333,23.93333333,1.76,3.7,1.24,-11.91333333,0,1,1,0,0,0,0
7.066666667,24,1.221333333,3.226666667,1.24,-12.27533333,0,1,0,0,0,0,0
7.6,23.26666667,2.221333333,3.013333333,1.24,-12.21533333,0,0,0,0,0,0,0
6.6,24.93333333,1.870666667,2.86,1.24,-12.206,0,0,0,0,0,0,0
6.333333333,26.2,3.353333333,1.666666667,1.24,-11.83733333,0,0,0,0,0,0,0
5,32.73333333,3.982666667,1.106666667,1.24,-10.18466667,0,0,0,0,0,0,0
4.066666667,34.8,4.664,1.506666667,1.24,-10.23466667,0,0,0,0,0,0,0
4.6,33.26666667,4.37,1.18,1.24,-10.33666667,0,0,0,0,0,0,0
5,32,4.129333333,1.133333333,1.24,-10.47133333,0,0,0,0,0,0,0
5.066666667,30.93333333,3.758666667,1.14,1.24,-10.84666667,0,0,0,0,0,0,0
5.133333333,29.46666667,2.761333333,1.126666667,1.24,-11.39266667,0,0,0,0,0,0,0
5.4,29.46666667,3.334666667,0.72,1.24,-11.18066667,0,0,0,0,0,0,0
6.933333333,27.26666667,6.166,1.226666667,1.24,-10.798,0,0,0,0,0,0,0
7,26.8,6.203333333,0.886666667,1.24,-10.95733333,0,0,0,0,0,0,0
7,26.53333333,5.815333333,0.666666667,1.24,-11.088,0,0,0,0,0,0,0
5.4,29.6,3.813333333,0.506666667,1.24,-11.10866667,0,0,0,0,0,0,0
5.533333333,30.06666667,4.184666667,0.826666667,1.24,-10.808,0,0,0,0,0,0,0
7,27.8,5.778,2.286666667,1.24,-10.49533333,0,0,0,0,0,0,0
7.666666667,27.8,5.760666667,4.38,1.24,-9.923333333,0,0,0,0,0,0,0
8.533333333,26.2,6.998,7.773333333,1.24,-9.923333333,0,0,0,0,0,0,0
9,24.8,8.612,12.16666667,1.24,-10.21266667,0,0,0,0,0,0,0
9.066666667,24.26666667,10.87,13.47333333,1.24,-10.42733333,0,0,0,0,0,0,0
9.466666667,24.8,10.63066667,17.48,1.24,-9.813333333,0,0,0,0,0,0,0
9,25.26666667,10.686,15.58,1.24,-9.978666667,0,0,0,0,0,0,0
9.266666667,25.53333333,8.889333333,17.50666667,1.24,-9.618,0,0,0,0,0,0,0
9.866666667,25.21428571,6.871333333,19.30666667,1.24,-9.211428571,0,0,0,0,0,0,0
9.866666667,24.8,4.685333333,18.72,1.24,-9.476666667,0,0,0,0,0,0,0
10.33333333,23.46666667,6.184666667,20.87333333,1.24,-9.774666667,0,0,0,0,0,0,0
10.8,22.8,7.628666667,22.22666667,1.24,-9.746,0,0,0,0,0,0,0
11.26666667,21.73333333,9.500666667,26.00666667,1.24,-9.967333333,0,0,0,0,0,0,0
11.86666667,19.46666667,11.33266667,26.58,1.24,-10.84933333,0,0,0,0,0,0,0
11.86666667,19.33333333,12.148,25.43333333,1.24,-10.934,0,0,0,0,0,0,0
11.6,18.33333333,11.834,22.52666667,1.24,-11.82466667,0,0,0,0,0,0,0
10.46666667,21.26666667,12.13,19.16,1.24,-10.906,0,0,0,0,0,0,0
9.6,22.13333333,11.75933333,16.52,1.24,-11.14733333,0,0,0,0,0,0,0
10,21.26666667,11.14733333,16.46666667,1.24,-11.32266667,0,0,0,0,0,0,0
10.2,20.53333333,10.352,15.56,1.24,-11.57066667,0,0,0,0,0,0,0
6.8,39.33333333,8.296,12.74666667,1.24,-6.484666667,0,1,0,0,0,0,0
5.6,44.73333333,8.536666667,10.82,1.24,-5.617333333,0,0,0,0,0,0,0
4.6,50.86666667,8.482666667,9.446666667,1.24,-4.824,0,0,0,0,0,0,0
3.866666667,55.66666667,8.482,7.2,1.24,-4.286,0,0,0,0,0,0,0
3,56.66666667,7.556,4.44,1.24,-4.863333333,0,0,0,0,0,0,0
2.2,59.46666667,5.443333333,3.46,1.24,-4.972,0,0,1,0,0,0,0
0.733333333,70.13333333,7.777333333,2.193333333,1.24,-4.18,0,0,0,0,0,0,0
-0.6,77.06666667,8.610666667,1.073333333,1.24,-4.173333333,0,0,0,0,0,0,0
-1,73.33333333,8.721333333,0.173333333,1.24,-5.227333333,0,0,1,0,0,0,0
-1.6,74.13333333,10.01866667,-0.56,1.24,-5.661333333,0,0,0,0,0,0,0
-2,76.33333333,8.518666667,-1.106666667,1.24,-5.66,0,0,0,0,0,0,0
-2,80.13333333,8.13,-1.62,1.24,-5.007333333,0,0,0,0,0,0,0
-2.666666667,82.13333333,8.999333333,-2.04,1.24,-5.332,0,0,0,0,0,0,0
-3,84.06666667,9.333333333,-2.4,1.24,-5.349333333,0,0,0,0,0,0,0
-3.4,84.53333333,12.09266667,-2.486666667,1.24,-5.667333333,0,0,0,0,0,0,0
-4.133333333,80.93333333,12.07266667,-3.74,1.24,-6.963333333,0,0,0,0,0,0,0
-4.866666667,77.53333333,9.462,-3.94,1.24,-8.239333333,0,0,0,0,0,0,0
-4.4,74.93333333,11.35133333,-3.866666667,1.24,-8.23,0,0,0,0,0,0,0
-4.4,68.46666667,11.90866667,-4.36,1.24,-9.416,0,0,0,0,0,0,0
-5,64.13333333,12.24133333,-4.72,1.24,-10.80733333,0,0,0,0,0,0,0
-5,65.86666667,11.85333333,-5.026666667,1.24,-10.46866667,0,0,0,0,0,0,0
-5.133333333,69.93333333,12.464,-5.793333333,1.24,-9.836,0,0,0,0,0,0,0
-6,77.2,12.24133333,-6.353333333,1.24,-9.396,0,0,0,0,0,0,0
-6.133333333,78.46666667,11.20533333,-6.906666667,1.24,-9.316,0,0,0,0,0,0,0
-7,77.66666667,10.35266667,-7,1.24,-10.29,0,0,0,0,0,0,0
-7,73.2,6.74,-6.78,1.24,-11.04266667,0,0,0,0,0,0,0
-7,72.6,4.536666667,-6.393333333,1.24,-11.148,0,0,0,0,0,0,0
-6.266666667,71,9.888666667,-5.366666667,1.24,-10.72733333,0,0,1,0,0,0,0
-5.733333333,67.6,10.99866667,-3.553333333,1.24,-10.84,0,0,0,0,0,0,0
-5,65.4,10.59133333,-1.453333333,1.24,-10.55866667,0,0,0,0,0,0,0
-4.2,64.13333333,9.222,1.073333333,1.24,-10.04533333,0,0,0,0,0,0,0
-3.4,60.93333333,10.27866667,4.333333333,1.24,-9.945333333,0,0,0,0,0,0,0
-2,56.53333333,10.18666667,7.36,1.24,-9.584666667,0,0,1,0,0,0,0
-1.533333333,53.66666667,9.352,10.12,1.24,-9.818,0,0,0,0,0,0,0
-1,51,11.46266667,12.39333333,1.24,-9.97,0,0,0,0,0,0,0
-0.933333333,50.86666667,10.33133333,9,1.24,-9.943333333,0,0,0,0,0,0,0
-1,50.6,11.054,8.14,1.24,-10.072,0,0,0,0,0,0,0
-1.4,52.66666667,10.75866667,7.033333333,1.24,-9.932666667,0,0,0,0,0,0,0
-1.333333333,51.8,11.49866667,7.753333333,1.24,-10.08333333,0,0,1,0,0,0,0
-1.933333333,49.6,13.42733333,8.046666667,1.24,-11.19533333,0,0,0,0,0,0,0
-2.866666667,51.8,10.48266667,4.593333333,1.24,-11.50666667,0,0,1,0,0,0,0
-3,50.86666667,11.79533333,3.953333333,1.24,-11.85466667,0,0,0,0,0,0,0
-2.666666667,51.13333333,12.46266667,4.846666667,1.24,-11.48533333,0,0,0,0,0,0,0
-1.933333333,45.4,14.29733333,7.906666667,1.24,-12.298,0,0,0,0,0,0,0
-2.4,44.8,14.72466667,6.366666667,1.24,-12.89066667,0,0,0,0,0,0,0
-2.466666667,45,14.81533333,5.093333333,1.24,-12.89733333,0,0,0,0,0,0,0
-3,44.46666667,16.09533333,3,1.24,-13.53,0,0,0,0,0,0,0
-3.066666667,42.2,16.076,1.56,1.24,-14.23466667,0,0,0,0,0,0,0
-3.066666667,43.73333333,16.07666667,2.593333333,1.24,-13.79666667,0,0,0,0,0,0,0
-3.333333333,42.4,15.22533333,1.242857143,1.24,-14.41866667,0,0,0,0,0,0,0
-4.066666667,44.8,17.16666667,-0.64,1.24,-14.41533333,0,0,0,0,0,0,0
-5,46.26666667,18.02266667,-3.06,1.24,-14.872,0,0,0,0,0,0,0
-5,46.26666667,16.22333333,-5.16,1.24,-14.87733333,0,0,0,0,0,0,0
-5,41.33333333,15.094,-6.166666667,1.24,-16.24333333,0,0,0,0,0,0,0
-5.866666667,42.4,12.57333333,-6.74,1.24,-16.72,0,0,0,0,0,0,0
-6,42.26666667,11.00066667,-7.2,1.24,-16.87933333,0,0,0,0,0,0,0
-6.066666667,38.26666667,12.612,-7.66,1.24,-18.124,0,0,0,0,0,0,0
-6.933333333,39.73333333,13.24066667,-8.046666667,1.24,-18.47133333,0,0,0,0,0,0,0
-7,43.73333333,13.51866667,-8.233333333,1.24,-17.38266667,0,0,0,0,0,0,0
-7.133333333,45.53333333,12.59266667,-8.533333333,1.24,-17.032,0,0,0,0,0,0,0
-7.8,49.6,10.42666667,-8.693333333,1.24,-16.61266667,0,0,0,0,0,0,0
-7.866666667,49.4,11.444,-9.12,1.24,-16.72466667,0,0,0,0,0,0,0
-8,52.53333333,10.24266667,-9.453333333,1.24,-16.10733333,0,0,0,0,0,0,0
-8.933333333,55.86666667,10.24133333,-9.92,1.24,-16.23266667,0,0,0,0,0,0,0
-9,58.26666667,10.964,-10.42666667,1.24,-15.784,0,0,0,0,0,0,0
-9.333333333,58.66666667,10.704,-10.72,1.24,-16.014,0,0,0,0,0,0,0
-9.666666667,58.8,10.428,-10.97333333,1.24,-16.29866667,0,0,0,0,0,0,0
-10,58.53333333,10.57333333,-11.24666667,1.24,-16.668,0,0,0,0,0,0,0
-9.933333333,57.13333333,9.665333333,-11.44,1.24,-16.89933333,0,0,0,0,0,0,0
-9.666666667,55.93333333,8.629333333,-11.52,1.24,-16.904,0,0,0,0,0,0,0
-10,57,8.629333333,-11.55333333,1.24,-16.99,0,0,0,0,0,0,0
-10,56.86666667,8.426,-11.72666667,1.24,-17.018,0,0,0,0,0,0,0
-10,58,7.48,-11.89333333,1.24,-16.78,0,0,0,0,0,0,0
-10,58.33333333,7.851333333,-11.53333333,1.24,-16.71,0,0,0,0,0,0,0
-9.266666667,56.4,9.036,-10.64,1.24,-16.42933333,0,0,0,0,0,0,0
-9,55.13333333,9.778666667,-9.8,1.24,-16.45066667,0,0,0,0,0,0,0
-8.2,53.73333333,9.777333333,-7.346666667,1.24,-16.02066667,0,0,0,0,0,0,0
-7.066666667,51.53333333,11.39,-3.973333333,1.24,-15.46866667,0,0,0,0,0,0,0
-6.266666667,47.53333333,11.18533333,-0.38,1.24,-15.718,0,0,0,0,0,0,0
-5.933333333,44.86666667,12.202,1.933333333,1.24,-16.10466667,0,0,0,0,0,0,0
-5.266666667,41.93333333,13.31533333,3.906666667,1.24,-16.31066667,0,0,1,0,0,0,0
-5,42.26666667,13.37066667,4.713333333,1.24,-15.97333333,0,0,1,0,0,0,0
-4.6,37.66666667,14.55733333,7.38,1.24,-17.018,0,0,0,0,0,0,0
-3.933333333,32,15.502,8.793333333,1.24,-18.33866667,0,0,0,0,0,0,0
-3.333333333,29.73333333,15,11.35333333,1.24,-18.68066667,0,0,0,0,0,0,0
-3.133333333,28.4,14.44466667,11.06666667,1.24,-19.04133333,0,0,0,0,0,0,0
-3.133333333,29.26666667,14.27866667,10.67333333,1.24,-18.69333333,0,0,0,0,0,0,0
-2.933333333,31.06666667,14.42666667,10.59333333,1.24,-17.808,0,0,0,0,0,0,0
-2.866666667,30.86666667,14.872,10.81333333,1.24,-17.82866667,0,0,0,0,0,0,0
-2.533333333,30.46666667,14.39,9.646666667,1.24,-17.698,0,0,0,0,0,0,0
-2.533333333,29.46666667,14.52,8.433333333,1.24,-18.08933333,0,0,0,0,0,0,0
-2.133333333,30.06666667,14.484,10.94,1.24,-17.51133333,0,0,0,0,0,0,0
-2.733333333,34,14.13066667,8.666666667,1.24,-16.648,0,0,0,0,0,0,0
-3.266666667,43.2,12.40733333,5.38,1.24,-14.17666667,0,0,0,0,0,0,0
-2.333333333,39.13333333,13.22266667,7.186666667,1.24,-14.52066667,0,0,0,0,0,0,0
